woonplaats;gemeente;provincie;regio
Sint Jansklooster;Steenwijkerland;Overijssel;Oost-Nederland
Sint Jansteen;Hulst;Zeeland;West-Nederland
Sint Joost;Echt-Susteren;Limburg;Zuid-Nederland
Sint Kruis;Sluis;Zeeland;West-Nederland
Sint Maarten;Schagen;Noord-Holland;West-Nederland
Sint Maartensbrug;Schagen;Noord-Holland;West-Nederland
Sint Maartensvlotbrug;Schagen;Noord-Holland;West-Nederland
Sint Nicolaasga;DeFryskeMarren;Fryslân;Noord-Nederland
Sint Odiliënberg;Roerdalen;Limburg;Zuid-Nederland
Sint Pancras;Langedijk;Noord-Holland;West-Nederland
Sint Philipsland;Tholen;Zeeland;West-Nederland
St. Willebrord;Rucphen;Noord-Brabant;Zuid-Nederland
Sint-Annaland;Tholen;Zeeland;West-Nederland
St.-Annaparochie;Waadhoeke;Fryslân;Noord-Nederland
St.-Jacobiparochie;Waadhoeke;Fryslân;Noord-Nederland
Sintjohannesga;DeFryskeMarren;Fryslân;Noord-Nederland
Sint-Maartensdijk;Tholen;Zeeland;West-Nederland
Sint-Michielsgestel;Sint-Michielsgestel;Noord-Brabant;Zuid-Nederland
Sint-Oedenrode;Meierijstad;Noord-Brabant;Zuid-Nederland
Sirjansland;Schouwen-Duiveland;Zeeland;West-Nederland
Sittard;Sittard-Geleen;Limburg;Zuid-Nederland
Skingen;Waadhoeke;Fryslân;Noord-Nederland
Slagharen;Hardenberg;Overijssel;Oost-Nederland
Slappeterp;Waadhoeke;Fryslân;Noord-Nederland
Sleen;Coevorden;Drenthe;Noord-Nederland
Sleeuwijk;Altena;Noord-Brabant;Zuid-Nederland
Slenaken;Gulpen-Wittem;Limburg;Zuid-Nederland
Sliedrecht;Sliedrecht;Zuid-Holland;West-Nederland
Slijkenburg;Weststellingwerf;Fryslân;Noord-Nederland
Slijk-Ewijk;Overbetuwe;Gelderland;Oost-Nederland
Slochteren;Midden-Groningen;Groningen;Noord-Nederland
Slootdorp;HollandsKroon;Noord-Holland;West-Nederland
Sloten;DeFryskeMarren;Fryslân;Noord-Nederland
Sluis;Sluis;Zeeland;West-Nederland
Sluiskil;Terneuzen;Zeeland;West-Nederland
Smakt;Venray;Limburg;Zuid-Nederland
Smalle Ee;Smallingerland;Fryslân;Noord-Nederland
Smallebrugge;Súdwest-Fryslân;Fryslân;Noord-Nederland
Smilde;Midden-Drenthe;Drenthe;Noord-Nederland
Snakkerburen;Leeuwarden;Fryslân;Noord-Nederland
Sneek;Súdwest-Fryslân;Fryslân;Noord-Nederland
Snelrewaard;Oudewater;Utrecht;West-Nederland
Snikzwaag;DeFryskeMarren;Fryslân;Noord-Nederland
Soerendonk;Cranendonck;Noord-Brabant;Zuid-Nederland
Soest;Soest;Utrecht;West-Nederland
Soesterberg;Soest;Utrecht;West-Nederland
Someren;Someren;Noord-Brabant;Zuid-Nederland
Sommelsdijk;Goeree-Overflakkee;Zuid-Holland;West-Nederland
Son en Breugel;SonenBreugel;Noord-Brabant;Zuid-Nederland
Sondel;DeFryskeMarren;Fryslân;Noord-Nederland
Sonnega;Weststellingwerf;Fryslân;Noord-Nederland
Spaarndam;Haarlemmermeer;Noord-Holland;West-Nederland
Spaarndam gem. Haarlem;Haarlem;Noord-Holland;West-Nederland
Spanbroek;Opmeer;Noord-Holland;West-Nederland
Spanga;Weststellingwerf;Fryslân;Noord-Nederland
Spankeren;Rheden;Gelderland;Oost-Nederland
Spannum;Waadhoeke;Fryslân;Noord-Nederland
Spaubeek;Beek;Limburg;Zuid-Nederland
Spier;Midden-Drenthe;Drenthe;Noord-Nederland
Spier;Westerveld;Drenthe;Noord-Nederland
Spierdijk;Koggenland;Noord-Holland;West-Nederland
Spijk;Zevenaar;Gelderland;Oost-Nederland
Spijk;Delfzijl;Groningen;Noord-Nederland
Spijk;WestBetuwe;Gelderland;Oost-Nederland
Spijkenisse;Nissewaard;Zuid-Holland;West-Nederland
Spijkerboor;AaenHunze;Drenthe;Noord-Nederland
Spijkerboor;Wormerland;Noord-Holland;West-Nederland
Sprang-Capelle;Waalwijk;Noord-Brabant;Zuid-Nederland
Sprundel;Rucphen;Noord-Brabant;Zuid-Nederland
Spui;Terneuzen;Zeeland;West-Nederland
Stad aan 't Haringvliet;Goeree-Overflakkee;Zuid-Holland;West-Nederland
Stadskanaal;Stadskanaal;Groningen;Noord-Nederland
Stampersgat;Halderberge;Noord-Brabant;Zuid-Nederland
Standdaarbuiten;Moerdijk;Noord-Brabant;Zuid-Nederland
Staphorst;Staphorst;Overijssel;Oost-Nederland
Starnmeer;Alkmaar;Noord-Holland;West-Nederland
Startenhuizen;Loppersum;Groningen;Noord-Nederland
Startenhuizen;HetHogeland;Groningen;Noord-Nederland
Stavenisse;Tholen;Zeeland;West-Nederland
Stavoren;Súdwest-Fryslân;Fryslân;Noord-Nederland
Stedum;Loppersum;Groningen;Noord-Nederland
De Steeg;Rheden;Gelderland;Oost-Nederland
Steenbergen;Steenbergen;Noord-Brabant;Zuid-Nederland
Steenbergen;Noordenveld;Drenthe;Noord-Nederland
Steendam;Midden-Groningen;Groningen;Noord-Nederland
Steenderen;Bronckhorst;Gelderland;Oost-Nederland
Steenenkamer;Voorst;Gelderland;Oost-Nederland
Steensel;Eersel;Noord-Brabant;Zuid-Nederland
Steenwijk;Steenwijkerland;Overijssel;Oost-Nederland
Steenwijkerwold;Steenwijkerland;Overijssel;Oost-Nederland
Stegeren;Ommen;Overijssel;Oost-Nederland
Steggerda;Weststellingwerf;Fryslân;Noord-Nederland
Stein;Stein;Limburg;Zuid-Nederland
Stellendam;Goeree-Overflakkee;Zuid-Holland;West-Nederland
Sterksel;Heeze-Leende;Noord-Brabant;Zuid-Nederland
Stevensbeek;SintAnthonis;Noord-Brabant;Zuid-Nederland
Stevensweert;Maasgouw;Limburg;Zuid-Nederland
Steyl;Venlo;Limburg;Zuid-Nederland
Stieltjeskanaal;Coevorden;Drenthe;Noord-Nederland
Stiens;Leeuwarden;Fryslân;Noord-Nederland
Stitswerd;HetHogeland;Groningen;Noord-Nederland
Stokkum;Montferland;Gelderland;Oost-Nederland
Stolwijk;Krimpenerwaard;Zuid-Holland;West-Nederland
Stompetoren;Alkmaar;Noord-Holland;West-Nederland
Stoutenburg;Leusden;Utrecht;West-Nederland
Stoutenburg Noord;Amersfoort;Utrecht;West-Nederland
Stramproy;Weert;Limburg;Zuid-Nederland
Streefkerk;Molenlanden;Zuid-Holland;West-Nederland
Striep;Terschelling;Fryslân;Noord-Nederland
Strijbeek;Alphen-Chaam;Noord-Brabant;Zuid-Nederland
Strijen;HoekscheWaard;Zuid-Holland;West-Nederland
Strijensas;HoekscheWaard;Zuid-Holland;West-Nederland
Stroe;Barneveld;Gelderland;Oost-Nederland
Stroobos;Achtkarspelen;Fryslân;Noord-Nederland
Stuifzand;Midden-Drenthe;Drenthe;Noord-Nederland
Stuifzand;Hoogeveen;Drenthe;Noord-Nederland
Sumar;Tytsjerksteradiel;Fryslân;Noord-Nederland
Surhuisterveen;Achtkarspelen;Fryslân;Noord-Nederland
Surhuizum;Achtkarspelen;Fryslân;Noord-Nederland
Susteren;Echt-Susteren;Limburg;Zuid-Nederland
Suwâld;Tytsjerksteradiel;Fryslân;Noord-Nederland
Swalmen;Roermond;Limburg;Zuid-Nederland
Sweikhuizen;Beekdaelen;Limburg;Zuid-Nederland
Swichum;Leeuwarden;Fryslân;Noord-Nederland
Swifterbant;Dronten;Flevoland;Oost-Nederland
Swolgen;HorstaandeMaas;Limburg;Zuid-Nederland
Taarlo;Tynaarlo;Drenthe;Noord-Nederland
Teeffelen;Oss;Noord-Brabant;Zuid-Nederland
Teerns;Leeuwarden;Fryslân;Noord-Nederland
Tegelen;Venlo;Limburg;Zuid-Nederland
Terband;Heerenveen;Fryslân;Noord-Nederland
Terborg;OudeIJsselstreek;Gelderland;Oost-Nederland
Terheijden;Drimmelen;Noord-Brabant;Zuid-Nederland
Terherne;DeFryskeMarren;Fryslân;Noord-Nederland
Terhole;Hulst;Zeeland;West-Nederland
Terkaple;DeFryskeMarren;Fryslân;Noord-Nederland
Termunten;Delfzijl;Groningen;Noord-Nederland
Termunterzijl;Delfzijl;Groningen;Noord-Nederland
Ternaard;Noardeast-Fryslân;Fryslân;Noord-Nederland
Terneuzen;Terneuzen;Zeeland;West-Nederland
Teroele;DeFryskeMarren;Fryslân;Noord-Nederland
Terschuur;Barneveld;Gelderland;Oost-Nederland
Tersoal;Súdwest-Fryslân;Fryslân;Noord-Nederland
Terwispel;Opsterland;Fryslân;Noord-Nederland
Terwolde;Voorst;Gelderland;Oost-Nederland
Teteringen;Breda;Noord-Brabant;Zuid-Nederland
Teuge;Voorst;Gelderland;Oost-Nederland
Thesinge;Groningen;Groningen;Noord-Nederland
Tholen;Tholen;Zeeland;West-Nederland
Thorn;Maasgouw;Limburg;Zuid-Nederland
Tiel;Tiel;Gelderland;Oost-Nederland
Tiendeveen;Hoogeveen;Drenthe;Noord-Nederland
Tiendeveen;Midden-Drenthe;Drenthe;Noord-Nederland
Tienhoven;StichtseVecht;Utrecht;West-Nederland
Tienhoven aan de Lek;Vijfheerenlanden;Utrecht;West-Nederland
Tienray;HorstaandeMaas;Limburg;Zuid-Nederland
Tijnje;Opsterland;Fryslân;Noord-Nederland
De Tike;Smallingerland;Fryslân;Noord-Nederland
Tilburg;Tilburg;Noord-Brabant;Zuid-Nederland
Tilligte;Dinkelland;Overijssel;Oost-Nederland
Tinallinge;HetHogeland;Groningen;Noord-Nederland
Tinte;Westvoorne;Zuid-Holland;West-Nederland
Tirns;Súdwest-Fryslân;Fryslân;Noord-Nederland
Tjalhuizum;Súdwest-Fryslân;Fryslân;Noord-Nederland
Tjalleberd;Heerenveen;Fryslân;Noord-Nederland
Tjerkgaast;DeFryskeMarren;Fryslân;Noord-Nederland
Tjerkwerd;Súdwest-Fryslân;Fryslân;Noord-Nederland
Tjuchem;Midden-Groningen;Groningen;Noord-Nederland
Tolbert;Westerkwartier;Groningen;Noord-Nederland
Toldijk;Bronckhorst;Gelderland;Oost-Nederland
Tolkamer;Zevenaar;Gelderland;Oost-Nederland
Tollebeek;Noordoostpolder;Flevoland;Oost-Nederland
Tonden;Brummen;Gelderland;Oost-Nederland
Toornwerd;Loppersum;Groningen;Noord-Nederland
Tricht;WestBetuwe;Gelderland;Oost-Nederland
Triemen;Noardeast-Fryslân;Fryslân;Noord-Nederland
Tripscompagnie;Midden-Groningen;Groningen;Noord-Nederland
Tubbergen;Tubbergen;Overijssel;Oost-Nederland
Tuil;WestBetuwe;Gelderland;Oost-Nederland
Tuitjenhorn;Schagen;Noord-Holland;West-Nederland
Tuk;Steenwijkerland;Overijssel;Oost-Nederland
Tull en 't Waal;Houten;Utrecht;West-Nederland
Twello;Voorst;Gelderland;Oost-Nederland
Twijzel;Achtkarspelen;Fryslân;Noord-Nederland
Twijzelerheide;Achtkarspelen;Fryslân;Noord-Nederland
Twisk;Medemblik;Noord-Holland;West-Nederland
Tynaarlo;Tynaarlo;Drenthe;Noord-Nederland
Tytsjerk;Tytsjerksteradiel;Fryslân;Noord-Nederland
Tzum;Waadhoeke;Fryslân;Noord-Nederland
Tzummarum;Waadhoeke;Fryslân;Noord-Nederland
Ubbena;Assen;Drenthe;Noord-Nederland
Ubbergen;BergenDal;Gelderland;Oost-Nederland
Uddel;Apeldoorn;Gelderland;Oost-Nederland
Uden;Uden;Noord-Brabant;Zuid-Nederland
Udenhout;Tilburg;Noord-Brabant;Zuid-Nederland
Uffelte;Westerveld;Drenthe;Noord-Nederland
Ugchelen;Apeldoorn;Gelderland;Oost-Nederland
Uitdam;Waterland;Noord-Holland;West-Nederland
Uitgeest;Uitgeest;Noord-Holland;West-Nederland
Uithoorn;Uithoorn;Noord-Holland;West-Nederland
Uithuizen;HetHogeland;Groningen;Noord-Nederland
Uithuizermeeden;HetHogeland;Groningen;Noord-Nederland
Uitwellingerga;Súdwest-Fryslân;Fryslân;Noord-Nederland
Uitwijk;Altena;Noord-Brabant;Zuid-Nederland
Ulestraten;Meerssen;Limburg;Zuid-Nederland
Ulft;OudeIJsselstreek;Gelderland;Oost-Nederland
Ulicoten;Baarle-Nassau;Noord-Brabant;Zuid-Nederland
Ulrum;HetHogeland;Groningen;Noord-Nederland
Ulvenhout;Breda;Noord-Brabant;Zuid-Nederland
Ulvenhout AC;Alphen-Chaam;Noord-Brabant;Zuid-Nederland
Ureterp;Opsterland;Fryslân;Noord-Nederland
Urk;Urk;Flevoland;Oost-Nederland
Urmond;Stein;Limburg;Zuid-Nederland
Ursem;Alkmaar;Noord-Holland;West-Nederland
Ursem;Koggenland;Noord-Holland;West-Nederland
Usquert;HetHogeland;Groningen;Noord-Nederland
Utrecht;Utrecht;Utrecht;West-Nederland
Vaals;Vaals;Limburg;Zuid-Nederland
Vaassen;Epe;Gelderland;Oost-Nederland
Valburg;Overbetuwe;Gelderland;Oost-Nederland
Valkenburg;Katwijk;Zuid-Holland;West-Nederland
Valkenburg;ValkenburgaandeGeul;Limburg;Zuid-Nederland
Valkenswaard;Valkenswaard;Noord-Brabant;Zuid-Nederland
Valthe;Borger-Odoorn;Drenthe;Noord-Nederland
Valthermond;Borger-Odoorn;Drenthe;Noord-Nederland
2e Valthermond;Borger-Odoorn;Drenthe;Noord-Nederland
Varik;WestBetuwe;Gelderland;Oost-Nederland
Varsselder;OudeIJsselstreek;Gelderland;Oost-Nederland
Varsseveld;OudeIJsselstreek;Gelderland;Oost-Nederland
Vasse;Tubbergen;Overijssel;Oost-Nederland
Veelerveen;Westerwolde;Groningen;Noord-Nederland
Veen;Altena;Noord-Brabant;Zuid-Nederland
Veendam;Veendam;Groningen;Noord-Nederland
Veenendaal;Veenendaal;Utrecht;West-Nederland
De Veenhoop;Smallingerland;Fryslân;Noord-Nederland
Veenhuizen;Noordenveld;Drenthe;Noord-Nederland
Veeningen;DeWolden;Drenthe;Noord-Nederland
Veenklooster;Noardeast-Fryslân;Fryslân;Noord-Nederland
Veenoord;Emmen;Drenthe;Noord-Nederland
Veere;Veere;Zeeland;West-Nederland
Veessen;Heerde;Gelderland;Oost-Nederland
Vegelinsoord;DeFryskeMarren;Fryslân;Noord-Nederland
Veghel;Meierijstad;Noord-Brabant;Zuid-Nederland
't Veld;HollandsKroon;Noord-Holland;West-Nederland
Velddriel;Maasdriel;Gelderland;Oost-Nederland
Den Velde;Hardenberg;Overijssel;Oost-Nederland
Velden;Venlo;Limburg;Zuid-Nederland
Veldhoven;Veldhoven;Noord-Brabant;Zuid-Nederland
Velp;Grave;Noord-Brabant;Zuid-Nederland
Velp;Rheden;Gelderland;Oost-Nederland
Velsen-Noord;Velsen;Noord-Holland;West-Nederland
Velsen-Zuid;Velsen;Noord-Holland;West-Nederland
Velserbroek;Velsen;Noord-Holland;West-Nederland
Venebrugge;Hardenberg;Overijssel;Oost-Nederland
Venhorst;Boekel;Noord-Brabant;Zuid-Nederland
Venhuizen;Drechterland;Noord-Holland;West-Nederland
Venlo;Venlo;Limburg;Zuid-Nederland
Venray;Venray;Limburg;Zuid-Nederland
Ven-Zelderheide;Gennep;Limburg;Zuid-Nederland
Vessem;Eersel;Noord-Brabant;Zuid-Nederland
Vethuizen;Montferland;Gelderland;Oost-Nederland
Veulen;Venray;Limburg;Zuid-Nederland
Vianen;Vijfheerenlanden;Utrecht;West-Nederland
Vianen NB;Cuijk;Noord-Brabant;Zuid-Nederland
Vierakker;Bronckhorst;Gelderland;Oost-Nederland
Vierhouten;Nunspeet;Gelderland;Oost-Nederland
Vierhuizen;HetHogeland;Groningen;Noord-Nederland
Vierlingsbeek;Boxmeer;Noord-Brabant;Zuid-Nederland
Vierpolders;Brielle;Zuid-Holland;West-Nederland
Vijfhuizen;Haarlemmermeer;Noord-Holland;West-Nederland
Vijlen;Vaals;Limburg;Zuid-Nederland
Vilsteren;Ommen;Overijssel;Oost-Nederland
Vinkega;Weststellingwerf;Fryslân;Noord-Nederland
Vinkel;Bernheze;Noord-Brabant;Zuid-Nederland
Vinkel;'s-Hertogenbosch;Noord-Brabant;Zuid-Nederland
Vinkenbuurt;Ommen;Overijssel;Oost-Nederland
Vinkeveen;DeRondeVenen;Utrecht;West-Nederland
Visvliet;Westerkwartier;Groningen;Noord-Nederland
Vlaardingen;Vlaardingen;Zuid-Holland;West-Nederland
Vlagtwedde;Westerwolde;Groningen;Noord-Nederland
Vledder;Westerveld;Drenthe;Noord-Nederland
Vledderveen;Westerveld;Drenthe;Noord-Nederland
Vledderveen;Stadskanaal;Groningen;Noord-Nederland
Vleuten;Utrecht;Utrecht;West-Nederland
Vlieland;Vlieland;Fryslân;Noord-Nederland
Vlierden;Deurne;Noord-Brabant;Zuid-Nederland
Vlijmen;Heusden;Noord-Brabant;Zuid-Nederland
Vlissingen;Vlissingen;Zeeland;West-Nederland
Vlist;Krimpenerwaard;Zuid-Holland;West-Nederland
Vlodrop;Roerdalen;Limburg;Zuid-Nederland
Voerendaal;Voerendaal;Limburg;Zuid-Nederland
Vogelenzang;Bloemendaal;Noord-Holland;West-Nederland
Vogelwaarde;Hulst;Zeeland;West-Nederland
Volendam;Edam-Volendam;Noord-Holland;West-Nederland
Volkel;Uden;Noord-Brabant;Zuid-Nederland
Vollenhove;Steenwijkerland;Overijssel;Oost-Nederland
Vondelingenplaat Rotterdam;Rotterdam;Zuid-Holland;West-Nederland
Voorburg;Leidschendam-Voorburg;Zuid-Holland;West-Nederland
Voorhout;Teylingen;Zuid-Holland;West-Nederland
Voorschoten;Voorschoten;Zuid-Holland;West-Nederland
Voorst;OudeIJsselstreek;Gelderland;Oost-Nederland
Voorst;Voorst;Gelderland;Oost-Nederland
Voorthuizen;Barneveld;Gelderland;Oost-Nederland
Vorchten;Heerde;Gelderland;Oost-Nederland
Vorden;Bronckhorst;Gelderland;Oost-Nederland
Vorstenbosch;Bernheze;Noord-Brabant;Zuid-Nederland
Vortum-Mullem;Boxmeer;Noord-Brabant;Zuid-Nederland
Vragender;OostGelre;Gelderland;Oost-Nederland
Vredenheim;AaenHunze;Drenthe;Noord-Nederland
Vredepeel;Venray;Limburg;Zuid-Nederland
Vreeland;StichtseVecht;Utrecht;West-Nederland
Vries;Tynaarlo;Drenthe;Noord-Nederland
Vriescheloo;Westerwolde;Groningen;Noord-Nederland
Vriezenveen;Twenterand;Overijssel;Oost-Nederland
Vroomshoop;Twenterand;Overijssel;Oost-Nederland
Vrouwenakker;Nieuwkoop;Zuid-Holland;West-Nederland
Vrouwenparochie;Waadhoeke;Fryslân;Noord-Nederland
Vrouwenpolder;Veere;Zeeland;West-Nederland
Vught;Vught;Noord-Brabant;Zuid-Nederland
Vuren;WestBetuwe;Gelderland;Oost-Nederland
Waaksens;Súdwest-Fryslân;Fryslân;Noord-Nederland
Waal;Molenlanden;Zuid-Holland;West-Nederland
De Waal;Texel;Noord-Holland;West-Nederland
Waalre;Waalre;Noord-Brabant;Zuid-Nederland
Waalwijk;Waalwijk;Noord-Brabant;Zuid-Nederland
't Waar;Oldambt;Groningen;Noord-Nederland
Waarde;Reimerswaal;Zeeland;West-Nederland
Waardenburg;WestBetuwe;Gelderland;Oost-Nederland
Waarder;Bodegraven-Reeuwijk;Zuid-Holland;West-Nederland
Waardhuizen;Altena;Noord-Brabant;Zuid-Nederland
Waarland;Schagen;Noord-Holland;West-Nederland
Waaxens;Noardeast-Fryslân;Fryslân;Noord-Nederland
Wachtum;Coevorden;Drenthe;Noord-Nederland
Waddinxveen;Waddinxveen;Zuid-Holland;West-Nederland
Wadenoijen;Tiel;Gelderland;Oost-Nederland
Wagenberg;Drimmelen;Noord-Brabant;Zuid-Nederland
Wagenborgen;Delfzijl;Groningen;Noord-Nederland
Wageningen;Wageningen;Gelderland;Oost-Nederland
Walem;ValkenburgaandeGeul;Limburg;Zuid-Nederland
Walsoorden;Hulst;Zeeland;West-Nederland
Wâlterswâld;Dantumadiel;Fryslân;Noord-Nederland
Wamel;WestMaasenWaal;Gelderland;Oost-Nederland
Wanneperveen;Steenwijkerland;Overijssel;Oost-Nederland
Wanroij;SintAnthonis;Noord-Brabant;Zuid-Nederland
Wanssum;Venray;Limburg;Zuid-Nederland
Wânswert;Noardeast-Fryslân;Fryslân;Noord-Nederland
Wapenveld;Heerde;Gelderland;Oost-Nederland
Wapse;Westerveld;Drenthe;Noord-Nederland
Wapserveen;Westerveld;Drenthe;Noord-Nederland
Warder;Edam-Volendam;Noord-Holland;West-Nederland
Warffum;HetHogeland;Groningen;Noord-Nederland
Warfhuizen;HetHogeland;Groningen;Noord-Nederland
Warfstermolen;Noardeast-Fryslân;Fryslân;Noord-Nederland
Warmenhuizen;Schagen;Noord-Holland;West-Nederland
Warmond;Teylingen;Zuid-Holland;West-Nederland
Warns;Súdwest-Fryslân;Fryslân;Noord-Nederland
Warnsveld;Zutphen;Gelderland;Oost-Nederland
Warstiens;Leeuwarden;Fryslân;Noord-Nederland
Warten;Leeuwarden;Fryslân;Noord-Nederland
Waskemeer;Ooststellingwerf;Fryslân;Noord-Nederland
Waspik;Waalwijk;Noord-Brabant;Zuid-Nederland
Wassenaar;Wassenaar;Zuid-Holland;West-Nederland
Wateren;Westerveld;Drenthe;Noord-Nederland
Watergang;Waterland;Noord-Holland;West-Nederland
Waterhuizen;Midden-Groningen;Groningen;Noord-Nederland
Wateringen;Westland;Zuid-Holland;West-Nederland
Waterlandkerkje;Sluis;Zeeland;West-Nederland
Waverveen;DeRondeVenen;Utrecht;West-Nederland
Wedde;Westerwolde;Groningen;Noord-Nederland
De Weere;Opmeer;Noord-Holland;West-Nederland
Weerselo;Dinkelland;Overijssel;Oost-Nederland
Weert;Weert;Limburg;Zuid-Nederland
Weesp;Weesp;Noord-Holland;West-Nederland
Wehe-den Hoorn;HetHogeland;Groningen;Noord-Nederland
Wehl;Doetinchem;Gelderland;Oost-Nederland
Weidum;Leeuwarden;Fryslân;Noord-Nederland
Weiteveen;Emmen;Drenthe;Noord-Nederland
Wekerom;Ede;Gelderland;Oost-Nederland
Well;Maasdriel;Gelderland;Oost-Nederland
Well L;Bergen(L.);Limburg;Zuid-Nederland
Wellerlooi;Bergen(L.);Limburg;Zuid-Nederland
Welsum;Olst-Wijhe;Overijssel;Oost-Nederland
Wemeldinge;Kapelle;Zeeland;West-Nederland
Wenum Wiesel;Apeldoorn;Gelderland;Oost-Nederland
Wergea;Leeuwarden;Fryslân;Noord-Nederland
Werkendam;Altena;Noord-Brabant;Zuid-Nederland
Werkhoven;Bunnik;Utrecht;West-Nederland
Wernhout;Zundert;Noord-Brabant;Zuid-Nederland
Wervershoof;Medemblik;Noord-Holland;West-Nederland
Wesepe;Olst-Wijhe;Overijssel;Oost-Nederland
Wessem;Maasgouw;Limburg;Zuid-Nederland
Westbeemster;Beemster;Noord-Holland;West-Nederland
Westbroek;DeBilt;Utrecht;West-Nederland
Westdorp;Borger-Odoorn;Drenthe;Noord-Nederland
Westdorpe;Terneuzen;Zeeland;West-Nederland
Westendorp;OudeIJsselstreek;Gelderland;Oost-Nederland
Westerbeek;SintAnthonis;Noord-Brabant;Zuid-Nederland
Westerbork;Midden-Drenthe;Drenthe;Noord-Nederland
Westerbroek;Midden-Groningen;Groningen;Noord-Nederland
De Westereen;Dantumadiel;Fryslân;Noord-Nederland
Westeremden;Loppersum;Groningen;Noord-Nederland
Westergeest;Noardeast-Fryslân;Fryslân;Noord-Nederland
Westerhaar-Vriezenveensewijk;Twenterand;Overijssel;Oost-Nederland
Westerhoven;Bergeijk;Noord-Brabant;Zuid-Nederland
Westerland;HollandsKroon;Noord-Holland;West-Nederland
Westerlee;Oldambt;Groningen;Noord-Nederland
Westernieland;HetHogeland;Groningen;Noord-Nederland
Westervelde;Noordenveld;Drenthe;Noord-Nederland
Westervoort;Westervoort;Gelderland;Oost-Nederland
Westerwijtwerd;Loppersum;Groningen;Noord-Nederland
West-Graftdijk;Alkmaar;Noord-Holland;West-Nederland
Westhem;Súdwest-Fryslân;Fryslân;Noord-Nederland
Westhoek;Waadhoeke;Fryslân;Noord-Nederland
Westkapelle;Veere;Zeeland;West-Nederland
Westknollendam;Zaanstad;Noord-Holland;West-Nederland
Westmaas;HoekscheWaard;Zuid-Holland;West-Nederland
West-Terschelling;Terschelling;Fryslân;Noord-Nederland
Westwoud;Drechterland;Noord-Holland;West-Nederland
Westzaan;Zaanstad;Noord-Holland;West-Nederland
Wetering;Steenwijkerland;Overijssel;Oost-Nederland
Weteringbrug;Haarlemmermeer;Noord-Holland;West-Nederland
Wetsens;Noardeast-Fryslân;Fryslân;Noord-Nederland
Wetsinge;HetHogeland;Groningen;Noord-Nederland
Weurt;Beuningen;Gelderland;Oost-Nederland
Wezep;Oldebroek;Gelderland;Oost-Nederland
Wezup;Coevorden;Drenthe;Noord-Nederland
Wezuperbrug;Coevorden;Drenthe;Noord-Nederland
Wichmond;Bronckhorst;Gelderland;Oost-Nederland
Wier;Waadhoeke;Fryslân;Noord-Nederland
Wierden;Wierden;Overijssel;Oost-Nederland
Wieringerwaard;HollandsKroon;Noord-Holland;West-Nederland
Wieringerwerf;HollandsKroon;Noord-Holland;West-Nederland
Wierum;Noardeast-Fryslân;Fryslân;Noord-Nederland
Wijchen;Wijchen;Gelderland;Oost-Nederland
Wijckel;DeFryskeMarren;Fryslân;Noord-Nederland
Wijdenes;Drechterland;Noord-Holland;West-Nederland
Wijdewormer;Wormerland;Noord-Holland;West-Nederland
Wijhe;Olst-Wijhe;Overijssel;Oost-Nederland
de Wijk;DeWolden;Drenthe;Noord-Nederland
Wijk aan Zee;Beverwijk;Noord-Holland;West-Nederland
Wijk bij Duurstede;WijkbijDuurstede;Utrecht;West-Nederland
Wijk en Aalburg;Altena;Noord-Brabant;Zuid-Nederland
Wijlre;Gulpen-Wittem;Limburg;Zuid-Nederland
Wijnaldum;Harlingen;Fryslân;Noord-Nederland
Wijnandsrade;Beekdaelen;Limburg;Zuid-Nederland
Wijnbergen;Montferland;Gelderland;Oost-Nederland
Wijngaarden;Molenlanden;Zuid-Holland;West-Nederland
Wijnjewoude;Opsterland;Fryslân;Noord-Nederland
Wijster;Midden-Drenthe;Drenthe;Noord-Nederland
Wilbertoord;MillenSintHubert;Noord-Brabant;Zuid-Nederland
Wildervank;Veendam;Groningen;Noord-Nederland
De Wilgen;Smallingerland;Fryslân;Noord-Nederland
Wilhelminadorp;Goes;Zeeland;West-Nederland
Wilhelminaoord;Westerveld;Drenthe;Noord-Nederland
Willemsoord;Steenwijkerland;Overijssel;Oost-Nederland
Willemstad;Moerdijk;Noord-Brabant;Zuid-Nederland
Wilnis;DeRondeVenen;Utrecht;West-Nederland
Wilp;Voorst;Gelderland;Oost-Nederland
De Wilp;Westerkwartier;Groningen;Noord-Nederland
Wilsum;Kampen;Overijssel;Oost-Nederland
Winde;Tynaarlo;Drenthe;Noord-Nederland
Windraak;Sittard-Geleen;Limburg;Zuid-Nederland
Winkel;HollandsKroon;Noord-Holland;West-Nederland
Winneweer;Groningen;Groningen;Noord-Nederland
Winschoten;Oldambt;Groningen;Noord-Nederland
Winssen;Beuningen;Gelderland;Oost-Nederland
Winsum;Waadhoeke;Fryslân;Noord-Nederland
Winsum;HetHogeland;Groningen;Noord-Nederland
Wintelre;Eersel;Noord-Brabant;Zuid-Nederland
Winterswijk;Winterswijk;Gelderland;Oost-Nederland
Winterswijk Brinkheurne;Winterswijk;Gelderland;Oost-Nederland
Winterswijk Corle;Winterswijk;Gelderland;Oost-Nederland
Winterswijk Henxel;Winterswijk;Gelderland;Oost-Nederland
Winterswijk Huppel;Winterswijk;Gelderland;Oost-Nederland
Winterswijk Kotten;Winterswijk;Gelderland;Oost-Nederland
Winterswijk Meddo;Winterswijk;Gelderland;Oost-Nederland
